class,sentence
3,you killed that girl and you put it on film you and your pals youre fucked you fucked up real good
3,what the fuck are you
3,you murdered that girl eddie six years ago
3,who is this
3,i know what you did
3,what
3,i know what you did
3,yeah whos this
3,eddie
3,celebrity films
3,fuck you
3,get together some upscale product where the girls still have teeth in their head till then fuck you
3,look you cocksucker
3,the only thing wrong is the cheap softcore crap youre peddling eddie where do you get this stuff
3,maybe theres something wrong with the scumbag customers coming into your place ever think of that
3,i had three jerkoffs trying to return your tapes last month do you know how bad a skin flick has to be for some jackass to come back into my place with a fucking receipt and try to fucking return it
3,you know how my tapes sell people eat this stuff up
3,look at him you think he played it square how much did he give you how much did he keep for himself
3,hes lying
3,go ahead shoot me then try driving to brooklyn with my brains all over the windshield
3,give me the film
3,youll get it when we get there
3,give me the film
3,fuck you
3,you almost went over your limit
3,because he could he did it because he could what other reason were you looking for
3,enlighten me
3,isnt it incredibly obvious
3,why did he buy a film of some poor lost girl getting butchered
3,a man like mr christian a great man all his money all his power a man who attained everything there was to attain
3,im asking
3,youre asking me why
3,just tell me tell me some more of the secrets you and christian shared what kind of degenerate pervert was he really what the fuck did he want with a snuff film
3,youre making me very angry
3,did it get him off huh watching them cut her up tell me because i really want to understand did he jerk off to it you watch it with him sit there giving him a handjob while you both watched
3,shut your mouth and drive
3,mary anne mathews was alive till you paid money to have her murdered
3,shut up
3,you found these smut dealers and asked to buy a snuff film right wanted them to find you one well they didnt find you one longdale they went out and made you one
3,mary anne mathews that was her name her mom remembers her
3,none of this would be happening if you would have left it alone if you werent digging up a girl who died six years ago a girl no one even remembers
3,except youre willing commit murder with them
3,theyre no friends of mine
3,followed me must have freaked out when you saw me closing in on your buddies
3,never mind how i found you
3,thats why you got scared when mrs christian hired me you knew about the film figured it had to be in that safe howd you find me
3,i was well compensated
3,must have paid you a lot for you to risk everything wouldve had to have cut yourself a real nice piece of money
3,thats trust mr christian trusted me implicitly
3,so he sent you gave you the money his errandboy and if you refused it wasnt like you could tell anyone your pervert boss just asked you to get him a snuff film thats the beauty of lawyerclient privilege
3,wouldnt exactly have been possible for a man of his stature
3,you were the middleman am i right old man christian wasnt about to go shopping for a snuff film himself
3,well whatever reasons mrs christian has for engaging the services of a private investigator i should certainly be a party to but since she feels differently i can only go on the record as having expressed my adamant disapproval
3,thats right
3,you are a private investigator
3,of what sort
3,as mr christians attorney and one of the executors of his estate it concerns me that a meeting of this sort should take place without my being asked to attend
3,im listening
3,yes i do have something to say i insisted on being here as soon as i heard mrs christian contacted you
3,its not my money the woman i got it from is never going to give it a second thought lets not make a big deal out of this okay go be a race car driver go run for president whatever
3,look thats awful generous and everything
3,its money people use it to purchase goods and services
3,whats this
3,nope
3,still dont want to tell me what youre doing
3,im trying to figure that out myself i have to see machine without his mask
3,whats next
3,devil frightened me as much as it excited me but id be hard pressed to choose a favorite
3,i know if i had to pick itd be choke or devil
3,what kind of junior pi would i be if i didnt go with you
3,you dont need to be here
